Complex	ORF
organic cyclic compound biosynthetic process	GO:1901362	YNR012W
organic cyclic compound biosynthetic process	GO:1901362	YNR023W
organic cyclic compound biosynthetic process	GO:1901362	YNR027W
organic cyclic compound biosynthetic process	GO:1901362	YNR033W
organic cyclic compound biosynthetic process	GO:1901362	YNR043W
organic cyclic compound biosynthetic process	GO:1901362	YNR052C
organic cyclic compound biosynthetic process	GO:1901362	YNR056C
organic cyclic compound biosynthetic process	GO:1901362	YNR057C
organic cyclic compound biosynthetic process	GO:1901362	YNR058W
organic cyclic compound biosynthetic process	GO:1901362	YNR063W
organic cyclic compound biosynthetic process	GO:1901362	YOL151W
organic cyclic compound biosynthetic process	GO:1901362	YOL148C
organic cyclic compound biosynthetic process	GO:1901362	YOL145C
organic cyclic compound biosynthetic process	GO:1901362	YOL143C
organic cyclic compound biosynthetic process	GO:1901362	YOL135C
organic cyclic compound biosynthetic process	GO:1901362	YOL128C
organic cyclic compound biosynthetic process	GO:1901362	YOL116W
organic cyclic compound biosynthetic process	GO:1901362	YOL108C
organic cyclic compound biosynthetic process	GO:1901362	YOL103W-B
organic cyclic compound biosynthetic process	GO:1901362	YOL089C
organic cyclic compound biosynthetic process	GO:1901362	YOL077W-A
organic cyclic compound biosynthetic process	GO:1901362	YOL072W
organic cyclic compound biosynthetic process	GO:1901362	YOL068C
organic cyclic compound biosynthetic process	GO:1901362	YOL067C
organic cyclic compound biosynthetic process	GO:1901362	YOL066C
organic cyclic compound biosynthetic process	GO:1901362	YOL063C
organic cyclic compound biosynthetic process	GO:1901362	YOL061W
organic cyclic compound biosynthetic process	GO:1901362	YOL056W
organic cyclic compound biosynthetic process	GO:1901362	YOL055C
organic cyclic compound biosynthetic process	GO:1901362	YOL052C
organic cyclic compound biosynthetic process	GO:1901362	YOL051W
organic cyclic compound biosynthetic process	GO:1901362	YOL028C
organic cyclic compound biosynthetic process	GO:1901362	YOL017W
organic cyclic compound biosynthetic process	GO:1901362	YOL012C
organic cyclic compound biosynthetic process	GO:1901362	YOL006C
organic cyclic compound biosynthetic process	GO:1901362	YOL005C
organic cyclic compound biosynthetic process	GO:1901362	YOL004W
organic cyclic compound biosynthetic process	GO:1901362	YOR005C
organic cyclic compound biosynthetic process	GO:1901362	YOR020W-A
organic cyclic compound biosynthetic process	GO:1901362	YOR023C
organic cyclic compound biosynthetic process	GO:1901362	YOR025W
organic cyclic compound biosynthetic process	GO:1901362	YOR028C
organic cyclic compound biosynthetic process	GO:1901362	YOR032C
organic cyclic compound biosynthetic process	GO:1901362	YOR038C
organic cyclic compound biosynthetic process	GO:1901362	YOR047C
organic cyclic compound biosynthetic process	GO:1901362	YOR048C
organic cyclic compound biosynthetic process	GO:1901362	YOR051C
organic cyclic compound biosynthetic process	GO:1901362	YOR054C
organic cyclic compound biosynthetic process	GO:1901362	YOR064C
organic cyclic compound biosynthetic process	GO:1901362	YOR065W
organic cyclic compound biosynthetic process	GO:1901362	YOR066W
organic cyclic compound biosynthetic process	GO:1901362	YOR074C
organic cyclic compound biosynthetic process	GO:1901362	YOR083W
organic cyclic compound biosynthetic process	GO:1901362	YOR095C
organic cyclic compound biosynthetic process	GO:1901362	YOR110W
organic cyclic compound biosynthetic process	GO:1901362	YOR113W
organic cyclic compound biosynthetic process	GO:1901362	YOR116C
organic cyclic compound biosynthetic process	GO:1901362	YOR123C
organic cyclic compound biosynthetic process	GO:1901362	YOR128C
organic cyclic compound biosynthetic process	GO:1901362	YOR140W
organic cyclic compound biosynthetic process	GO:1901362	YOR141C
organic cyclic compound biosynthetic process	GO:1901362	YOR142W
organic cyclic compound biosynthetic process	GO:1901362	YOR142W-B
organic cyclic compound biosynthetic process	GO:1901362	YOR143C
organic cyclic compound biosynthetic process	GO:1901362	YOR151C
organic cyclic compound biosynthetic process	GO:1901362	YOR155C
organic cyclic compound biosynthetic process	GO:1901362	YOR162C
organic cyclic compound biosynthetic process	GO:1901362	YOR163W
organic cyclic compound biosynthetic process	GO:1901362	YOR166C
organic cyclic compound biosynthetic process	GO:1901362	YOR172W
organic cyclic compound biosynthetic process	GO:1901362	YOR174W
organic cyclic compound biosynthetic process	GO:1901362	YOR176W
organic cyclic compound biosynthetic process	GO:1901362	YOR179C
organic cyclic compound biosynthetic process	GO:1901362	YOR184W
organic cyclic compound biosynthetic process	GO:1901362	YOR191W
organic cyclic compound biosynthetic process	GO:1901362	YOR192C-B
organic cyclic compound biosynthetic process	GO:1901362	YOR194C
organic cyclic compound biosynthetic process	GO:1901362	YOR196C
organic cyclic compound biosynthetic process	GO:1901362	YOR202W
organic cyclic compound biosynthetic process	GO:1901362	YOR207C
organic cyclic compound biosynthetic process	GO:1901362	YOR209C
organic cyclic compound biosynthetic process	GO:1901362	YOR210W
organic cyclic compound biosynthetic process	GO:1901362	YOR213C
organic cyclic compound biosynthetic process	GO:1901362	YOR224C
organic cyclic compound biosynthetic process	GO:1901362	YOR229W
organic cyclic compound biosynthetic process	GO:1901362	YOR230W
organic cyclic compound biosynthetic process	GO:1901362	YOR236W
organic cyclic compound biosynthetic process	GO:1901362	YOR237W
organic cyclic compound biosynthetic process	GO:1901362	YOR241W
organic cyclic compound biosynthetic process	GO:1901362	YOR244W
organic cyclic compound biosynthetic process	GO:1901362	YOR270C
organic cyclic compound biosynthetic process	GO:1901362	YOR278W
organic cyclic compound biosynthetic process	GO:1901362	YOR280C
organic cyclic compound biosynthetic process	GO:1901362	YOR281C
organic cyclic compound biosynthetic process	GO:1901362	YOR290C
organic cyclic compound biosynthetic process	GO:1901362	YOR295W
organic cyclic compound biosynthetic process	GO:1901362	YOR298C-A
organic cyclic compound biosynthetic process	GO:1901362	YOR303W
organic cyclic compound biosynthetic process	GO:1901362	YOR304W
organic cyclic compound biosynthetic process	GO:1901362	YOR315W
organic cyclic compound biosynthetic process	GO:1901362	YOR323C
organic cyclic compound biosynthetic process	GO:1901362	YOR330C
organic cyclic compound biosynthetic process	GO:1901362	YOR337W
organic cyclic compound biosynthetic process	GO:1901362	YOR340C
organic cyclic compound biosynthetic process	GO:1901362	YOR341W
organic cyclic compound biosynthetic process	GO:1901362	YOR343W-B
organic cyclic compound biosynthetic process	GO:1901362	YOR344C
organic cyclic compound biosynthetic process	GO:1901362	YOR346W
organic cyclic compound biosynthetic process	GO:1901362	YOR347C
organic cyclic compound biosynthetic process	GO:1901362	YOR358W
organic cyclic compound biosynthetic process	GO:1901362	YOR363C
organic cyclic compound biosynthetic process	GO:1901362	YOR372C
organic cyclic compound biosynthetic process	GO:1901362	YOR380W
organic cyclic compound biosynthetic process	GO:1901362	YOR393W
organic cyclic compound biosynthetic process	GO:1901362	YPL281C
organic cyclic compound biosynthetic process	GO:1901362	YPL271W
organic cyclic compound biosynthetic process	GO:1901362	YPL267W
organic cyclic compound biosynthetic process	GO:1901362	YPL258C
organic cyclic compound biosynthetic process	GO:1901362	YPL257W-B
organic cyclic compound biosynthetic process	GO:1901362	YPL254W
organic cyclic compound biosynthetic process	GO:1901362	YPL252C
organic cyclic compound biosynthetic process	GO:1901362	YPL248C
organic cyclic compound biosynthetic process	GO:1901362	YPL235W
organic cyclic compound biosynthetic process	GO:1901362	YPL230W
organic cyclic compound biosynthetic process	GO:1901362	YPL216W
organic cyclic compound biosynthetic process	GO:1901362	YPL214C
organic cyclic compound biosynthetic process	GO:1901362	YPL202C
organic cyclic compound biosynthetic process	GO:1901362	YPL190C
organic cyclic compound biosynthetic process	GO:1901362	YPL188W
organic cyclic compound biosynthetic process	GO:1901362	YPL181W
organic cyclic compound biosynthetic process	GO:1901362	YPL172C
organic cyclic compound biosynthetic process	GO:1901362	YPL167C
organic cyclic compound biosynthetic process	GO:1901362	YPL153C
organic cyclic compound biosynthetic process	GO:1901362	YPL145C
organic cyclic compound biosynthetic process	GO:1901362	YPL139C
organic cyclic compound biosynthetic process	GO:1901362	YPL133C
organic cyclic compound biosynthetic process	GO:1901362	YPL129W
organic cyclic compound biosynthetic process	GO:1901362	YPL128C
organic cyclic compound biosynthetic process	GO:1901362	YPL126W
organic cyclic compound biosynthetic process	GO:1901362	YPL122C
organic cyclic compound biosynthetic process	GO:1901362	YPL117C
organic cyclic compound biosynthetic process	GO:1901362	YPL116W
organic cyclic compound biosynthetic process	GO:1901362	YPL101W
organic cyclic compound biosynthetic process	GO:1901362	YPL089C
organic cyclic compound biosynthetic process	GO:1901362	YPL086C
organic cyclic compound biosynthetic process	GO:1901362	YPL082C
organic cyclic compound biosynthetic process	GO:1901362	YPL078C
organic cyclic compound biosynthetic process	GO:1901362	YPL075W
organic cyclic compound biosynthetic process	GO:1901362	YPL060C-A
organic cyclic compound biosynthetic process	GO:1901362	YPL055C
organic cyclic compound biosynthetic process	GO:1901362	YPL047W
organic cyclic compound biosynthetic process	GO:1901362	YPL042C
organic cyclic compound biosynthetic process	GO:1901362	YPL038W
organic cyclic compound biosynthetic process	GO:1901362	YPL037C
organic cyclic compound biosynthetic process	GO:1901362	YPL028W
organic cyclic compound biosynthetic process	GO:1901362	YPL022W
organic cyclic compound biosynthetic process	GO:1901362	YPL021W
organic cyclic compound biosynthetic process	GO:1901362	YPL016W
organic cyclic compound biosynthetic process	GO:1901362	YPL015C
organic cyclic compound biosynthetic process	GO:1901362	YPL011C
organic cyclic compound biosynthetic process	GO:1901362	YPL007C
organic cyclic compound biosynthetic process	GO:1901362	YPR008W
organic cyclic compound biosynthetic process	GO:1901362	YPR009W
organic cyclic compound biosynthetic process	GO:1901362	YPR010C
organic cyclic compound biosynthetic process	GO:1901362	YPR020W
organic cyclic compound biosynthetic process	GO:1901362	YPR022C
organic cyclic compound biosynthetic process	GO:1901362	YPR023C
organic cyclic compound biosynthetic process	GO:1901362	YPR025C
organic cyclic compound biosynthetic process	GO:1901362	YPR030W
organic cyclic compound biosynthetic process	GO:1901362	YPR031W
organic cyclic compound biosynthetic process	GO:1901362	YPR034W
organic cyclic compound biosynthetic process	GO:1901362	YPR045C
organic cyclic compound biosynthetic process	GO:1901362	YPR052C
organic cyclic compound biosynthetic process	GO:1901362	YPR056W
organic cyclic compound biosynthetic process	GO:1901362	YPR058W
organic cyclic compound biosynthetic process	GO:1901362	YPR060C
organic cyclic compound biosynthetic process	GO:1901362	YPR062W
organic cyclic compound biosynthetic process	GO:1901362	YPR065W
organic cyclic compound biosynthetic process	GO:1901362	YPR067W
organic cyclic compound biosynthetic process	GO:1901362	YPR068C
organic cyclic compound biosynthetic process	GO:1901362	YPR070W
organic cyclic compound biosynthetic process	GO:1901362	YPR072W
organic cyclic compound biosynthetic process	GO:1901362	YPR086W
organic cyclic compound biosynthetic process	GO:1901362	YPR104C
organic cyclic compound biosynthetic process	GO:1901362	YPR110C
organic cyclic compound biosynthetic process	GO:1901362	YPR121W
organic cyclic compound biosynthetic process	GO:1901362	YPR133C
organic cyclic compound biosynthetic process	GO:1901362	YPR137C-B
organic cyclic compound biosynthetic process	GO:1901362	YPR148C
organic cyclic compound biosynthetic process	GO:1901362	YPR158W
organic cyclic compound biosynthetic process	GO:1901362	YPR158W-B
organic cyclic compound biosynthetic process	GO:1901362	YPR158C-D
organic cyclic compound biosynthetic process	GO:1901362	YPR161C
organic cyclic compound biosynthetic process	GO:1901362	YPR168W
organic cyclic compound biosynthetic process	GO:1901362	YPR170W-B
organic cyclic compound biosynthetic process	GO:1901362	YPR175W
organic cyclic compound biosynthetic process	GO:1901362	YPR179C
organic cyclic compound biosynthetic process	GO:1901362	YPR186C
organic cyclic compound biosynthetic process	GO:1901362	YPR187W
organic cyclic compound biosynthetic process	GO:1901362	YPR190C
organic cyclic compound biosynthetic process	GO:1901362	YPR196W
organic cyclic compound biosynthetic process	GO:1901362	YPR199C
regulation of biosynthetic process	GO:0009889	YAL068C
regulation of biosynthetic process	GO:0009889	YAL056W
regulation of biosynthetic process	GO:0009889	YAL051W
regulation of biosynthetic process	GO:0009889	YAL040C
regulation of biosynthetic process	GO:0009889	YAL035W
regulation of biosynthetic process	GO:0009889	YAL034C
regulation of biosynthetic process	GO:0009889	YAL021C
regulation of biosynthetic process	GO:0009889	YAL019W
regulation of biosynthetic process	GO:0009889	YAL017W
regulation of biosynthetic process	GO:0009889	YAL016W
regulation of biosynthetic process	GO:0009889	YAL015C
regulation of biosynthetic process	GO:0009889	YAL013W
regulation of biosynthetic process	GO:0009889	YAL011W
regulation of biosynthetic process	GO:0009889	YAL009W
regulation of biosynthetic process	GO:0009889	YAL003W
regulation of biosynthetic process	GO:0009889	YAL001C
regulation of biosynthetic process	GO:0009889	YAR002W
regulation of biosynthetic process	GO:0009889	YAR003W
regulation of biosynthetic process	GO:0009889	YAR014C
regulation of biosynthetic process	GO:0009889	YBL103C
regulation of biosynthetic process	GO:0009889	YBL093C
regulation of biosynthetic process	GO:0009889	YBL079W
